url	download_complete
www.ics.uci.edu/~lab/labs_specs/cgs_software.php	complete
www.ics.uci.edu/computing/contact/helpdesk.php	complete
www.ics.uci.edu/about/about_contact.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/170_files/sheet005.html	complete
www.ics.uci.edu/about/bren/gallery/gallery_09_jpg.php	complete
www.ics.uci.edu/../computerscience/index.php	complete
www.ics.uci.edu/computing/linux/security.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/189_files/sheet003.html	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/192_files/sheet005.html	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/364a_files/filelist.xml	complete
www.ics.uci.edu/grad/sao/index.php	complete
